Ligne,Période Exploitation,Type de Jour,Tournée,Année civile,Année civile/mois,Année civile/semaine,Jour calendaire,Jour de la semaine,Mois calendrier,KM planifié
Ligne bleue,19S,Semaine,001,2019,2019-10,201942,2019-10-16,Mercredi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201942,2019-10-17,Jeudi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201942,2019-10-18,Vendredi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201943,2019-10-21,Lundi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201943,2019-10-22,Mardi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201943,2019-10-23,Mercredi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201943,2019-10-24,Jeudi,10,0
Ligne bleue,19S,Semaine,001,2019,2019-10,201943,2019-10-25,Vendredi,10,0
Ligne bleue,19U,Deuxième pér. fête,001,2019,2019-07,201927,2019-07-01,Lundi,7,0
Ligne bleue,19U,Dimanche,001,2019,2019-06,201925,2019-06-23,Dimanche,6,0
Ligne bleue,19U,Dimanche,001,2019,2019-06,201926,2019-06-30,Dimanche,6,0
Ligne bleue,19U,Dimanche,001,2019,2019-07,201927,2019-07-07,Dimanche,7,0
Ligne bleue,19U,Dimanche,001,2019,2019-07,201928,2019-07-14,Dimanche,7,0
Ligne bleue,19U,Dimanche,001,2019,2019-07,201929,2019-07-21,Dimanche,7,0
Ligne bleue,19U,Dimanche,001,2019,2019-07,201930,2019-07-28,Dimanche,7,0
Ligne bleue,19U,Dimanche,001,2019,2019-08,201931,2019-08-04,Dimanche,8,0
Ligne bleue,19U,Dimanche,001,2019,2019-08,201932,2019-08-11,Dimanche,8,0
Ligne bleue,19U,Dimanche,001,2019,2019-08,201933,2019-08-18,Dimanche,8,0
Ligne bleue,19U,Dimanche,001,2019,2019-08,201934,2019-08-25,Dimanche,8,0
Ligne bleue,19U,Premième pér. fête,001,2019,2019-06,201926,2019-06-24,Lundi,6,0
Ligne bleue,19U,Samedi,001,2019,2019-06,201925,2019-06-22,Samedi,6,0
Ligne bleue,19U,Samedi,001,2019,2019-06,201926,2019-06-29,Samedi,6,0
Ligne bleue,19U,Samedi,001,2019,2019-07,201927,2019-07-06,Samedi,7,0
Ligne bleue,19U,Samedi,001,2019,2019-07,201928,2019-07-13,Samedi,7,0
Ligne bleue,19U,Samedi,001,2019,2019-07,201929,2019-07-20,Samedi,7,0
Ligne bleue,19U,Samedi,001,2019,2019-07,201930,2019-07-27,Samedi,7,0
Ligne bleue,19U,Samedi,001,2019,2019-08,201931,2019-08-03,Samedi,8,0
Ligne bleue,19U,Samedi,001,2019,2019-08,201932,2019-08-10,Samedi,8,0
Ligne bleue,19U,Samedi,001,2019,2019-08,201933,2019-08-17,Samedi,8,0
Ligne bleue,19U,Samedi,001,2019,2019-08,201934,2019-08-24,Samedi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201925,2019-06-17,Lundi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201925,2019-06-18,Mardi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201925,2019-06-19,Mercredi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201925,2019-06-20,Jeudi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201925,2019-06-21,Vendredi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201926,2019-06-25,Mardi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201926,2019-06-26,Mercredi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201926,2019-06-27,Jeudi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-06,201926,2019-06-28,Vendredi,6,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201927,2019-07-02,Mardi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201927,2019-07-03,Mercredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201927,2019-07-04,Jeudi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201927,2019-07-05,Vendredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201928,2019-07-08,Lundi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201928,2019-07-09,Mardi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201928,2019-07-10,Mercredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201928,2019-07-11,Jeudi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201928,2019-07-12,Vendredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201929,2019-07-15,Lundi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201929,2019-07-16,Mardi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201929,2019-07-17,Mercredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201929,2019-07-18,Jeudi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201929,2019-07-19,Vendredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201930,2019-07-22,Lundi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201930,2019-07-23,Mardi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201930,2019-07-24,Mercredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201930,2019-07-25,Jeudi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201930,2019-07-26,Vendredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201931,2019-07-29,Lundi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201931,2019-07-30,Mardi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-07,201931,2019-07-31,Mercredi,7,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201931,2019-08-01,Jeudi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201931,2019-08-02,Vendredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201932,2019-08-05,Lundi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201932,2019-08-06,Mardi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201932,2019-08-07,Mercredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201932,2019-08-08,Jeudi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201932,2019-08-09,Vendredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201933,2019-08-12,Lundi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201933,2019-08-13,Mardi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201933,2019-08-14,Mercredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201933,2019-08-15,Jeudi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201933,2019-08-16,Vendredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201934,2019-08-19,Lundi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201934,2019-08-20,Mardi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201934,2019-08-21,Mercredi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201934,2019-08-22,Jeudi,8,0
Ligne bleue,19U,Semaine,001,2019,2019-08,201934,2019-08-23,Vendredi,8,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-01,Mardi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-02,Mercredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-03,Jeudi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-04,Vendredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-05,Samedi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201901,2019-01-06,Dimanche,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-07,Lundi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-08,Mardi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-09,Mercredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-10,Jeudi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-11,Vendredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-12,Samedi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201902,2019-01-13,Dimanche,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-14,Lundi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-15,Mardi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-16,Mercredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-17,Jeudi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-18,Vendredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-19,Samedi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201903,2019-01-20,Dimanche,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-21,Lundi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-22,Mardi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-23,Mercredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-24,Jeudi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-25,Vendredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-26,Samedi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201904,2019-01-27,Dimanche,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201905,2019-01-28,Lundi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201905,2019-01-29,Mardi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201905,2019-01-30,Mercredi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-01,201905,2019-01-31,Jeudi,1,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201905,2019-02-01,Vendredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201905,2019-02-02,Samedi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201905,2019-02-03,Dimanche,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-04,Lundi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-05,Mardi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-06,Mercredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-07,Jeudi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-08,Vendredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-09,Samedi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201906,2019-02-10,Dimanche,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-11,Lundi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-12,Mardi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-13,Mercredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-14,Jeudi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-15,Vendredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-16,Samedi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201907,2019-02-17,Dimanche,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-18,Lundi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-19,Mardi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-20,Mercredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-21,Jeudi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-22,Vendredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-23,Samedi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201908,2019-02-24,Dimanche,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201909,2019-02-25,Lundi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201909,2019-02-26,Mardi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201909,2019-02-27,Mercredi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-02,201909,2019-02-28,Jeudi,2,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201909,2019-03-01,Vendredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201909,2019-03-02,Samedi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201909,2019-03-03,Dimanche,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-04,Lundi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-05,Mardi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-06,Mercredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-07,Jeudi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-08,Vendredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-09,Samedi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201910,2019-03-10,Dimanche,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-11,Lundi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-12,Mardi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-13,Mercredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-14,Jeudi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-15,Vendredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-16,Samedi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201911,2019-03-17,Dimanche,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-18,Lundi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-19,Mardi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-20,Mercredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-21,Jeudi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-22,Vendredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-23,Samedi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201912,2019-03-24,Dimanche,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-25,Lundi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-26,Mardi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-27,Mercredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-28,Jeudi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-29,Vendredi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-30,Samedi,3,0
Ligne bleue,#,Non affecté,001,2019,2019-03,201913,2019-03-31,Dimanche,3,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-01,Lundi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-02,Mardi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-03,Mercredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-04,Jeudi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-05,Vendredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-06,Samedi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201914,2019-04-07,Dimanche,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-08,Lundi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-09,Mardi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-10,Mercredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-11,Jeudi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-12,Vendredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-13,Samedi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201915,2019-04-14,Dimanche,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-15,Lundi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-16,Mardi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-17,Mercredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-18,Jeudi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-19,Vendredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-20,Samedi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201916,2019-04-21,Dimanche,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-22,Lundi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-23,Mardi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-24,Mercredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-25,Jeudi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-26,Vendredi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-27,Samedi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201917,2019-04-28,Dimanche,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201918,2019-04-29,Lundi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-04,201918,2019-04-30,Mardi,4,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201918,2019-05-01,Mercredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201918,2019-05-02,Jeudi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201918,2019-05-03,Vendredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201918,2019-05-04,Samedi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201918,2019-05-05,Dimanche,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-06,Lundi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-07,Mardi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-08,Mercredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-09,Jeudi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-10,Vendredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-11,Samedi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201919,2019-05-12,Dimanche,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-13,Lundi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-14,Mardi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-15,Mercredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-16,Jeudi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-17,Vendredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-18,Samedi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201920,2019-05-19,Dimanche,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-20,Lundi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-21,Mardi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-22,Mercredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-23,Jeudi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-24,Vendredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-25,Samedi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201921,2019-05-26,Dimanche,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201922,2019-05-27,Lundi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201922,2019-05-28,Mardi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201922,2019-05-29,Mercredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201922,2019-05-30,Jeudi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-05,201922,2019-05-31,Vendredi,5,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201922,2019-06-01,Samedi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201922,2019-06-02,Dimanche,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-03,Lundi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-04,Mardi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-05,Mercredi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-06,Jeudi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-07,Vendredi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-08,Samedi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201923,2019-06-09,Dimanche,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-10,Lundi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-11,Mardi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-12,Mercredi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-13,Jeudi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-14,Vendredi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-15,Samedi,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201924,2019-06-16,Dimanche,6,0
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-17,Lundi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-18,Mardi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-19,Mercredi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-20,Jeudi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-21,Vendredi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-22,Samedi,6,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-06,201925,2019-06-23,Dimanche,6,15810
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-24,Lundi,6,15810
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-25,Mardi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-26,Mercredi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-27,Jeudi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-28,Vendredi,6,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-29,Samedi,6,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-06,201926,2019-06-30,Dimanche,6,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-01,Lundi,7,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-02,Mardi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-03,Mercredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-04,Jeudi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-05,Vendredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-06,Samedi,7,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-07,201927,2019-07-07,Dimanche,7,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-08,Lundi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-09,Mardi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-10,Mercredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-11,Jeudi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-12,Vendredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-13,Samedi,7,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-07,201928,2019-07-14,Dimanche,7,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-15,Lundi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-16,Mardi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-17,Mercredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-18,Jeudi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-19,Vendredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-20,Samedi,7,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-07,201929,2019-07-21,Dimanche,7,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-22,Lundi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-23,Mardi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-24,Mercredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-25,Jeudi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-26,Vendredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-27,Samedi,7,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-07,201930,2019-07-28,Dimanche,7,15810
Ligne bleue,#,Non affecté,001,2019,2019-07,201931,2019-07-29,Lundi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201931,2019-07-30,Mardi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-07,201931,2019-07-31,Mercredi,7,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201931,2019-08-01,Jeudi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201931,2019-08-02,Vendredi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201931,2019-08-03,Samedi,8,"16315,92"
Ligne bleue,#,Non affecté,001,2019,2019-08,201931,2019-08-04,Dimanche,8,15810
Ligne bleue,#,Non affecté,001,2019,2019-08,201932,2019-08-05,Lundi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201932,2019-08-06,Mardi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201932,2019-08-07,Mercredi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201932,2019-08-08,Jeudi,8,"23145,84"
Ligne bleue,#,Non affecté,001,2019,2019-08,201932,2019-08-09,Vendredi,8,"23145,84"
